"","gene_id","gene_type","gene_short_name"
"18391","ENSMUSG00000107944.2","TEC","Gm44280"
"18392","ENSMUSG00002076012.1","miRNA","ENSMUSG00002076012"
"18393","ENSMUSG00000030278.12","protein_coding","Cidec"
"18394","ENSMUSG00000108018.2","processed_pseudogene","Gm43928"
"18395","ENSMUSG00000051256.11","protein_coding","Jagn1"
"18396","ENSMUSG00000043088.17","protein_coding","Il17re"
"18397","ENSMUSG00000030281.17","protein_coding","Il17rc"
"18398","ENSMUSG00000030284.12","protein_coding","Creld1"
"18399","ENSMUSG00000045009.10","protein_coding","Prrt3"
"18400","ENSMUSG00000030286.7","protein_coding","Emc3"
"18401","ENSMUSG00002075666.1","miRNA","ENSMUSG00002075666"
"18402","ENSMUSG00000034023.17","protein_coding","Fancd2"
"18403","ENSMUSG00000107786.2","processed_pseudogene","Gm44232"
"18404","ENSMUSG00000033963.17","protein_coding","Fancd2os"
"18405","ENSMUSG00000033940.9","protein_coding","Brk1"
"18406","ENSMUSG00000107937.2","lncRNA","Gm44200"
"18407","ENSMUSG00000107560.2","lncRNA","Gm44199"
"18408","ENSMUSG00000033933.14","protein_coding","Vhl"
"18409","ENSMUSG00000097671.3","lncRNA","1700015O11Rik"
"18410","ENSMUSG00000060477.15","protein_coding","Irak2"
"18411","ENSMUSG00000107723.2","lncRNA","Gm43964"
"18412","ENSMUSG00000107846.2","TEC","Gm43963"
"18413","ENSMUSG00000108024.2","TEC","Gm43912"
"18414","ENSMUSG00000056952.14","protein_coding","Tatdn2"
"18415","ENSMUSG00000106581.3","miRNA","Mir7042"
"18416","ENSMUSG00000097994.2","lncRNA","Gm26982"
"18417","ENSMUSG00000064177.9","protein_coding","Ghrl"
"18418","ENSMUSG00000108154.2","TEC","Gm44033"
"18419","ENSMUSG00000108137.2","lncRNA","Gm44053"
"18420","ENSMUSG00000030298.11","protein_coding","Sec13"
"18421","ENSMUSG00000030302.17","protein_coding","Atp2b2"
"18422","ENSMUSG00000108297.2","lncRNA","Gm44167"
"18423","ENSMUSG00000087053.2","lncRNA","Gm15082"
"18424","ENSMUSG00000087083.3","lncRNA","Gm15083"
"18425","ENSMUSG00000107540.2","processed_pseudogene","Gm43911"
"18426","ENSMUSG00000107474.2","processed_pseudogene","Gm43932"
"18427","ENSMUSG00000030307.9","protein_coding","Slc6a11"
"18428","ENSMUSG00000108186.2","processed_pseudogene","Gm8132"
"18429","ENSMUSG00000030310.11","protein_coding","Slc6a1"
"18430","ENSMUSG00000053004.10","protein_coding","Hrh1"
"18431","ENSMUSG00000030314.17","protein_coding","Atg7"
"18432","ENSMUSG00000107411.2","processed_pseudogene","Gm19040"
"18433","ENSMUSG00000118568.2","processed_pseudogene","Gm53039"
"18434","ENSMUSG00000107566.2","processed_pseudogene","Gm44332"
"18435","ENSMUSG00000107395.2","processed_pseudogene","Gm44331"
"18436","ENSMUSG00000030315.16","protein_coding","Vgll4"
"18437","ENSMUSG00000030316.14","protein_coding","Tamm41"
"18438","ENSMUSG00002075515.1","miRNA","ENSMUSG00002075515"
"18439","ENSMUSG00000107941.2","processed_pseudogene","Gm44010"
"18440","ENSMUSG00000097486.3","lncRNA","Gm17733"
"18441","ENSMUSG00000009394.14","protein_coding","Syn2"
"18442","ENSMUSG00000107489.2","processed_pseudogene","Gm18325"
"18443","ENSMUSG00000092004.2","protein_coding","Gm17482"
"18444","ENSMUSG00000030317.9","protein_coding","Timp4"
"18445","ENSMUSG00000000440.13","protein_coding","Pparg"
"18446","ENSMUSG00000108141.2","lncRNA","Gm44079"
"18447","ENSMUSG00000107704.2","lncRNA","Gm36355"
"18448","ENSMUSG00000042389.14","protein_coding","Tsen2"
"18449","ENSMUSG00000068011.5","protein_coding","Mkrn2os"
"18450","ENSMUSG00000000439.10","protein_coding","Mkrn2"
"18451","ENSMUSG00000107949.2","TEC","Gm44157"
"18452","ENSMUSG00000000441.18","protein_coding","Raf1"
"18453","ENSMUSG00000081805.2","processed_pseudogene","Gm14335"
"18454","ENSMUSG00000107994.2","lncRNA","D830050J10Rik"
"18455","ENSMUSG00000088358.3","snoRNA","Gm24008"
"18456","ENSMUSG00000059900.15","protein_coding","Tmem40"
"18457","ENSMUSG00002075398.1","misc_RNA","Metazoa_SRP"
"18458","ENSMUSG00000108204.2","processed_pseudogene","Gm44180"
"18459","ENSMUSG00000030319.9","protein_coding","Cand2"
"18460","ENSMUSG00000099163.3","miRNA","Mir7660"
"18461","ENSMUSG00000057841.6","protein_coding","Rpl32"
"18462","ENSMUSG00000064563.3","snoRNA","Snora7a"
"18463","ENSMUSG00000030321.16","protein_coding","Efcab12"
"18464","ENSMUSG00000107429.3","lncRNA","Gm44206"
"18465","ENSMUSG00000030322.13","protein_coding","Mbd4"
"18466","ENSMUSG00000030323.14","protein_coding","Ift122"
"18467","ENSMUSG00000030324.9","protein_coding","Rho"
"18468","ENSMUSG00000107548.2","TEC","Gm43866"
"18469","ENSMUSG00000042279.14","protein_coding","H1f8"
"18470","ENSMUSG00000030123.16","protein_coding","Plxnd1"
"18471","ENSMUSG00000030126.18","protein_coding","Tmcc1"
"18472","ENSMUSG00000092625.3","lncRNA","Gm20404"
"18473","ENSMUSG00000101878.2","processed_pseudogene","Gm8203"
"18474","ENSMUSG00000082474.4","processed_pseudogene","Gm8213"
"18475","ENSMUSG00000108030.2","lncRNA","9530062K07Rik"
"18476","ENSMUSG00000024104.12","protein_coding","Washc2"
"18477","ENSMUSG00000107577.2","TEC","Gm44103"
"18478","ENSMUSG00000042213.18","protein_coding","Zfand4"
"18479","ENSMUSG00000107497.2","lncRNA","Gm44957"
"18480","ENSMUSG00000025702.16","protein_coding","Marchf8"
"18481","ENSMUSG00000077758.3","snoRNA","Gm23527"
"18482","ENSMUSG00000107556.2","TEC","Gm44237"
"18483","ENSMUSG00000025701.13","protein_coding","Alox5"
"18484","ENSMUSG00000107914.2","processed_pseudogene","Gm44076"
"18485","ENSMUSG00000053391.6","protein_coding","Olfr211"
"18486","ENSMUSG00000053251.7","protein_coding","Olfr212"
"18487","ENSMUSG00000081649.3","protein_coding","Olfr213"
"18488","ENSMUSG00000107906.2","protein_coding","Eif4a3l2"
"18489","ENSMUSG00000051046.8","protein_coding","Olfr214"
"18490","ENSMUSG00000050654.6","protein_coding","Olfr215"
"18491","ENSMUSG00000108138.2","processed_pseudogene","Gm18485"
"18492","ENSMUSG00000059878.13","protein_coding","Zfp422"
"18493","ENSMUSG00000107428.2","TEC","Gm44154"
"18494","ENSMUSG00000042129.9","protein_coding","Rassf4"
"18495","ENSMUSG00000098334.3","miRNA","Mir7043"
"18496","ENSMUSG00000048489.13","protein_coding","Depp1"
"18497","ENSMUSG00000048108.14","protein_coding","Tmem72"
"18498","ENSMUSG00000088374.3","snoRNA","Gm22882"
"18499","ENSMUSG00000108225.2","processed_pseudogene","Gm43926"
"18500","ENSMUSG00000107415.2","processed_pseudogene","Gm43929"
"18501","ENSMUSG00000107903.2","TEC","Gm43930"
"18502","ENSMUSG00000108038.2","lncRNA","D030044L04Rik"
"18503","ENSMUSG00000061353.12","protein_coding","Cxcl12"
"18504","ENSMUSG00000090549.3","processed_pseudogene","Rpl28-ps4"
"18505","ENSMUSG00000107434.2","lncRNA","Gm4640"
"18506","ENSMUSG00000107852.2","processed_pseudogene","Gm6227"
"18507","ENSMUSG00000108020.2","lncRNA","6820426E19Rik"
"18508","ENSMUSG00000054488.15","lncRNA","Gm9946"
"18509","ENSMUSG00000107785.2","lncRNA","Gm45083"
"18510","ENSMUSG00000099869.7","lncRNA","1700030F04Rik"
"18511","ENSMUSG00000104222.2","lncRNA","Gm7292"
"18512","ENSMUSG00000071237.5","processed_pseudogene","Gemin6-ps"
"18513","ENSMUSG00000059689.16","protein_coding","Zfp637"
"18514","ENSMUSG00000042097.18","protein_coding","Zfp239"
"18515","ENSMUSG00000099810.2","lncRNA","Gm29509"
"18516","ENSMUSG00000042079.14","protein_coding","Hnrnpf"
"18517","ENSMUSG00000042087.6","TEC","4933440N22Rik"
"18518","ENSMUSG00000107608.2","TEC","Gm43863"
"18519","ENSMUSG00000004988.10","protein_coding","Fxyd4"
"18520","ENSMUSG00002075781.1","miRNA","ENSMUSG00002075781"
"18521","ENSMUSG00000082791.4","processed_pseudogene","Gm4875"
"18522","ENSMUSG00000030134.12","protein_coding","Rasgef1a"
"18523","ENSMUSG00000098583.3","miRNA","Mir7044"
"18524","ENSMUSG00000042042.15","protein_coding","Csgalnact2"
"18525","ENSMUSG00000077787.3","snoRNA","Gm23908"
"18526","ENSMUSG00000030110.14","protein_coding","Ret"
"18527","ENSMUSG00000107637.2","lncRNA","1700069P05Rik"
"18528","ENSMUSG00000107791.2","lncRNA","Gm30557"
"18529","ENSMUSG00000107933.2","lncRNA","Gm30498"
"18530","ENSMUSG00000030138.9","protein_coding","Bms1"
"18531","ENSMUSG00000030145.15","protein_coding","Zfp248"
"18532","ENSMUSG00002076900.1","miRNA","ENSMUSG00002076900"
"18533","ENSMUSG00000072623.7","protein_coding","Zfp9"
"18534","ENSMUSG00000118520.2","processed_pseudogene","Gm18223"
"18535","ENSMUSG00000007827.11","protein_coding","Ankrd26"
"18536","ENSMUSG00000051331.17","protein_coding","Cacna1c"
"18537","ENSMUSG00000100867.2","processed_pseudogene","Gm18981"
"18538","ENSMUSG00002074876.1","snRNA","U6"
"18539","ENSMUSG00000041477.15","protein_coding","Dcp1b"
"18540","ENSMUSG00000041460.17","protein_coding","Cacna2d4"
"18541","ENSMUSG00000055003.15","protein_coding","Lrtm2"
"18542","ENSMUSG00000030168.14","protein_coding","Adipor2"
"18543","ENSMUSG00000030170.15","protein_coding","Wnt5b"
"18544","ENSMUSG00000030019.7","protein_coding","Fbxl14"
"18545","ENSMUSG00000030172.16","protein_coding","Erc1"
"18546","ENSMUSG00000108282.2","lncRNA","Gm44317"
"18547","ENSMUSG00000080719.2","processed_pseudogene","Gm15532"
"18548","ENSMUSG00000097831.2","lncRNA","4930540M05Rik"
"18549","ENSMUSG00000030166.15","protein_coding","Rad52"
"18550","ENSMUSG00000045962.17","protein_coding","Wnk1"
"18551","ENSMUSG00000089936.2","processed_pseudogene","Gm16199"
"18552","ENSMUSG00000076217.3","miRNA","Mir706"
"18553","ENSMUSG00000041377.13","protein_coding","Ninj2"
"18554","ENSMUSG00000119208.1","snRNA","U6"
"18555","ENSMUSG00000041372.11","protein_coding","B4galnt3"
"18556","ENSMUSG00000030177.15","protein_coding","Ccdc77"
"18557","ENSMUSG00000030180.16","protein_coding","Kdm5a"
"18558","ENSMUSG00000084454.3","snRNA","Gm24592"
"18559","ENSMUSG00000002897.6","protein_coding","Il17ra"
"18560","ENSMUSG00000094626.2","protein_coding","Tmem121b"
"18561","ENSMUSG00000058979.8","protein_coding","Hdhd5"
"18562","ENSMUSG00000093739.2","lncRNA","Gm20692"
"18563","ENSMUSG00002075013.1","snRNA","U6"
"18564","ENSMUSG00000107744.2","lncRNA","1700072O05Rik"
"18565","ENSMUSG00000107901.3","processed_pseudogene","Gm44074"
"18566","ENSMUSG00000107580.2","TEC","Gm44124"
"18567","ENSMUSG00000071226.12","protein_coding","Cecr2"
"18568","ENSMUSG00000004902.8","protein_coding","Slc25a18"
"18569","ENSMUSG00000019210.11","protein_coding","Atp6v1e1"
"18570","ENSMUSG00002075848.1","miRNA","ENSMUSG00002075848"
"18571","ENSMUSG00000009112.5","protein_coding","Bcl2l13"
"18572","ENSMUSG00000004446.13","protein_coding","Bid"
"18573","ENSMUSG00000108125.2","processed_pseudogene","Gm17812"
"18574","ENSMUSG00000107971.2","TEC","Gm44260"
"18575","ENSMUSG00000051586.18","protein_coding","Mical3"
"18576","ENSMUSG00000108232.2","lncRNA","Gm43916"
"18577","ENSMUSG00000108171.2","lncRNA","Gm43915"
"18578","ENSMUSG00000097011.3","lncRNA","Gm4651"
"18579","ENSMUSG00000108096.2","processed_pseudogene","Minpp1-ps"
"18580","ENSMUSG00000067825.12","protein_coding","Pex26"
"18581","ENSMUSG00000107915.2","TEC","Gm44014"
"18582","ENSMUSG00000030137.9","protein_coding","Tuba8"
"18583","ENSMUSG00000086527.2","lncRNA","Gm15856"
"18584","ENSMUSG00000030107.11","protein_coding","Usp18"
"18585","ENSMUSG00000107736.2","lncRNA","Gm44148"
"18586","ENSMUSG00000030108.15","protein_coding","Slc6a13"
"18587","ENSMUSG00002076341.1","miRNA","ENSMUSG00002076341"
"18588","ENSMUSG00000030109.16","protein_coding","Slc6a12"
"18589","ENSMUSG00000040797.17","protein_coding","Iqsec3"
"18590","ENSMUSG00000107923.2","processed_pseudogene","Gm43922"
"18591","ENSMUSG00000108223.2","processed_pseudogene","Gm43933"
"18592","ENSMUSG00000107752.2","processed_pseudogene","Gm43934"
"18593","ENSMUSG00000107438.2","processed_pseudogene","Gm43945"
"18594","ENSMUSG00000030111.10","protein_coding","A2m"
"18595","ENSMUSG00000107998.2","processed_pseudogene","Gm44018"
"18596","ENSMUSG00000108022.2","protein_coding","Gm7298"
"18597","ENSMUSG00000059908.10","protein_coding","Mug1"
"18598","ENSMUSG00000107735.2","processed_pseudogene","Gm44173"
"18599","ENSMUSG00000108083.2","unprocessed_pseudogene","Mug4-ps"
"18600","ENSMUSG00000030131.9","protein_coding","Mug2"
"18601","ENSMUSG00000108208.2","processed_pseudogene","Gm44184"
"18602","ENSMUSG00000071204.11","transcribed_unprocessed_pseudogene","Gm10319"
"18603","ENSMUSG00000101397.7","transcribed_unprocessed_pseudogene","Mug-ps1"
"18604","ENSMUSG00002075644.1","miRNA","ENSMUSG00002075644"
"18605","ENSMUSG00000030114.9","protein_coding","Klrg1"
"18606","ENSMUSG00000108090.2","processed_pseudogene","Gm6637"
"18607","ENSMUSG00002075919.1","misc_RNA","Metazoa_SRP"
"18608","ENSMUSG00000108183.2","processed_pseudogene","Gm44227"
"18609","ENSMUSG00000007458.15","protein_coding","M6pr"
"18610","ENSMUSG00000040669.15","protein_coding","Phc1"
"18611","ENSMUSG00000118448.2","unitary_pseudogene","Gm50492"
"18612","ENSMUSG00000040657.4","lncRNA","1700063H04Rik"
"18613","ENSMUSG00000107506.2","processed_pseudogene","Gm19254"
"18614","ENSMUSG00000040649.16","protein_coding","Rimklb"
"18615","ENSMUSG00000055093.11","processed_pseudogene","Rps27a-ps3"
"18616","ENSMUSG00000030116.15","protein_coding","Mfap5"
"18617","ENSMUSG00000040627.15","protein_coding","Aicda"
"18618","ENSMUSG00000090192.2","lncRNA","Gm16556"
"18619","ENSMUSG00000090044.2","processed_pseudogene","Gm16557"
"18620","ENSMUSG00000089931.2","processed_pseudogene","Gm8459"
"18621","ENSMUSG00000040613.15","protein_coding","Apobec1"
"18622","ENSMUSG00000030117.6","protein_coding","Gdf3"
"18623","ENSMUSG00000065721.3","misc_RNA","Gm26168"
"18624","ENSMUSG00000046323.9","protein_coding","Dppa3"
"18625","ENSMUSG00000072789.5","processed_pseudogene","Gm10420"
"18626","ENSMUSG00000080932.4","processed_pseudogene","Gm10224"
"18627","ENSMUSG00000012396.13","protein_coding","Nanog"
"18628","ENSMUSG00000003153.11","protein_coding","Slc2a3"
"18629","ENSMUSG00000107066.3","processed_pseudogene","Gm4482"
"18630","ENSMUSG00000107868.2","TEC","Gm5112"
"18631","ENSMUSG00000097635.3","lncRNA","Gm26826"
"18632","ENSMUSG00000003154.16","protein_coding","Foxj2"
"18633","ENSMUSG00000106580.3","miRNA","Mir7231"
"18634","ENSMUSG00000040552.9","protein_coding","C3ar1"
"18635","ENSMUSG00000030327.9","protein_coding","Necap1"
"18636","ENSMUSG00000049249.3","transcribed_processed_pseudogene","Gm5316"
"18637","ENSMUSG00000049037.9","protein_coding","Clec4a1"
"18638","ENSMUSG00000043832.14","protein_coding","Clec4a3"
"18639","ENSMUSG00000059639.3","protein_coding","Clec4a4"
"18640","ENSMUSG00000030147.13","protein_coding","Clec4b1"
"18641","ENSMUSG00000030148.16","protein_coding","Clec4a2"
"18642","ENSMUSG00000108212.2","processed_pseudogene","Gm44132"
"18643","ENSMUSG00000107471.2","processed_pseudogene","Gm44147"
"18644","ENSMUSG00000067767.6","protein_coding","Clec4b2"
"18645","ENSMUSG00000089183.4","snRNA","Gm22946"
"18646","ENSMUSG00000083713.2","processed_pseudogene","Gm5883"
"18647","ENSMUSG00000023349.15","protein_coding","Clec4n"
"18648","ENSMUSG00000030144.5","protein_coding","Clec4d"
"18649","ENSMUSG00000030142.11","protein_coding","Clec4e"
"18650","ENSMUSG00000091260.2","protein_coding","Vmn2r19"
"18651","ENSMUSG00000094145.3","protein_coding","Vmn2r20"
"18652","ENSMUSG00000119100.1","snoRNA","ENSMUSG00000119100"
"18653","ENSMUSG00000093652.3","unprocessed_pseudogene","Vmn2r-ps31"
"18654","ENSMUSG00000093820.2","protein_coding","Vmn2r21"
"18655","ENSMUSG00000119588.1","snoRNA","ENSMUSG00000119588"
"18656","ENSMUSG00000118969.1","snoRNA","ENSMUSG00000118969"
"18657","ENSMUSG00000093724.2","unprocessed_pseudogene","Vmn2r-ps32"
"18658","ENSMUSG00000095486.3","protein_coding","Vmn2r22"
"18659","ENSMUSG00000118820.1","snoRNA","ENSMUSG00000118820"
"18660","ENSMUSG00000091620.4","protein_coding","Vmn2r23"
"18661","ENSMUSG00000088716.3","snoRNA","Gm22724"
"18662","ENSMUSG00000072780.4","protein_coding","Vmn2r24"
"18663","ENSMUSG00000088472.3","snoRNA","Gm23079"
"18664","ENSMUSG00000094672.3","protein_coding","Vmn2r25"
"18665","ENSMUSG00000108240.2","processed_pseudogene","Gm5317"
"18666","ENSMUSG00000108198.2","unprocessed_pseudogene","Gm44823"
"18667","ENSMUSG00000093385.4","transcribed_unprocessed_pseudogene","A330044P14Rik"
"18668","ENSMUSG00000088999.3","snoRNA","Gm22763"
"18669","ENSMUSG00000096630.3","protein_coding","Vmn2r26"
"18670","ENSMUSG00000089307.4","snoRNA","Gm24843"
"18671","ENSMUSG00000095544.2","unprocessed_pseudogene","Vmn2r-ps33"
"18672","ENSMUSG00000088241.3","snoRNA","Gm22916"
"18673","ENSMUSG00000107718.3","transcribed_unprocessed_pseudogene","Vmn2r-ps34"
"18674","ENSMUSG00000088443.3","snoRNA","Gm23554"
"18675","ENSMUSG00000072778.4","protein_coding","Vmn2r27"
"18676","ENSMUSG00000107921.2","processed_pseudogene","Gm6423"
"18677","ENSMUSG00000107773.2","lncRNA","Gm43971"
"18678","ENSMUSG00000107600.2","processed_pseudogene","Gm6308"
"18679","ENSMUSG00000119087.1","snoRNA","ENSMUSG00000119087"
"18680","ENSMUSG00000008845.10","protein_coding","Cd163"
"18681","ENSMUSG00000079346.5","lncRNA","1700013D24Rik"
"18682","ENSMUSG00000107737.2","lncRNA","1700027F06Rik"
"18683","ENSMUSG00000107988.2","lncRNA","Gm44006"
"18684","ENSMUSG00000108026.2","TEC","Gm44007"
"18685","ENSMUSG00000005069.13","protein_coding","Pex5"
"18686","ENSMUSG00000008153.13","protein_coding","Clstn3"
"18687","ENSMUSG00000118414.2","unitary_pseudogene","Gm50463"
"18688","ENSMUSG00000107552.2","lncRNA","Gm44096"
"18689","ENSMUSG00000038527.10","protein_coding","C1rl"
"18690","ENSMUSG00000055172.11","protein_coding","C1ra"
"18691","ENSMUSG00000038521.18","protein_coding","C1s1"
"18692","ENSMUSG00000089961.2","lncRNA","Gm16567"
"18693","ENSMUSG00000107568.2","unprocessed_pseudogene","Gm18840"
"18694","ENSMUSG00000098470.2","protein_coding","C1rb"
"18695","ENSMUSG00000079343.5","protein_coding","C1s2"
"18696","ENSMUSG00000004270.14","protein_coding","Lpcat3"
"18697","ENSMUSG00000004268.12","protein_coding","Emg1"
"18698","ENSMUSG00000004264.18","protein_coding","Phb2"
"18699","ENSMUSG00000088835.3","snoRNA","Gm23547"
"18700","ENSMUSG00000087327.2","lncRNA","Gm15884"
"18701","ENSMUSG00000099609.2","TEC","Gm29008"
"18702","ENSMUSG00000065474.3","miRNA","Mir141"
"18703","ENSMUSG00000065462.5","miRNA","Mir200c"
"18704","ENSMUSG00000004266.16","protein_coding","Ptpn6"
"18705","ENSMUSG00000092482.2","lncRNA","Gm20531"
"18706","ENSMUSG00000072772.4","protein_coding","Grcc10"
"18707","ENSMUSG00000107478.2","protein_coding","Gm45234"
"18708","ENSMUSG00000089083.3","snRNA","Rnu7"
"18709","ENSMUSG00000004263.16","protein_coding","Atn1"
"18710","ENSMUSG00000004267.17","protein_coding","Eno2"
"18711","ENSMUSG00000030125.12","protein_coding","Lrrc23"
"18712","ENSMUSG00000038451.14","protein_coding","Spsb2"
"18713","ENSMUSG00000023456.17","protein_coding","Tpi1"
"18714","ENSMUSG00000038429.11","protein_coding","Usp5"
"18715","ENSMUSG00000023505.14","protein_coding","Cdca3"
"18716","ENSMUSG00000023439.12","protein_coding","Gnb3"
"18717","ENSMUSG00000023191.10","protein_coding","P3h3"
"18718","ENSMUSG00000038390.12","protein_coding","Gpr162"
"18719","ENSMUSG00000023274.15","protein_coding","Cd4"
"18720","ENSMUSG00000030124.3","protein_coding","Lag3"
"18721","ENSMUSG00000030122.13","protein_coding","Ptms"
"18722","ENSMUSG00000055818.3","lncRNA","A230083G16Rik"
"18723","ENSMUSG00000030120.15","protein_coding","Mlf2"
"18724","ENSMUSG00000107578.2","processed_pseudogene","Gm32536"
"18725","ENSMUSG00000030127.16","protein_coding","Cops7a"
"18726","ENSMUSG00002076020.1","snRNA","U6"
"18727","ENSMUSG00000030329.12","protein_coding","Pianp"
"18728","ENSMUSG00000038346.19","protein_coding","Zfp384"
"18729","ENSMUSG00000108034.2","lncRNA","4930557K07Rik"
"18730","ENSMUSG00000030330.16","protein_coding","Ing4"
"18731","ENSMUSG00000108037.3","lncRNA","Gm44597"
"18732","ENSMUSG00000072770.10","protein_coding","Acrbp"
"18733","ENSMUSG00000067714.14","protein_coding","Lpar5"
"18734","ENSMUSG00000107761.2","TEC","2010008C14Rik"
"18735","ENSMUSG00000063870.13","protein_coding","Chd4"
"18736","ENSMUSG00000098762.3","miRNA","Mir7045"
"18737","ENSMUSG00000088208.3","scaRNA","Gm23751"
"18738","ENSMUSG00000038279.11","protein_coding","Nop2"
"18739","ENSMUSG00000038271.18","protein_coding","Iffo1"
"18740","ENSMUSG00000057666.19","protein_coding","Gapdh"
"18741","ENSMUSG00000038252.14","protein_coding","Ncapd2"
"18742","ENSMUSG00000089617.3","snoRNA","Scarna10"
"18743","ENSMUSG00000099587.2","lncRNA","Gm28967"
"18744","ENSMUSG00000030335.7","protein_coding","Mrpl51"
"18745","ENSMUSG00000093157.3","miRNA","Mir3098"
"18746","ENSMUSG00000107995.2","processed_pseudogene","Gm44487"
"18747","ENSMUSG00000030337.17","protein_coding","Vamp1"
"18748","ENSMUSG00000038213.8","protein_coding","Tapbpl"
"18749","ENSMUSG00000030336.15","protein_coding","Cd27"
"18750","ENSMUSG00000098856.3","miRNA","Mir8113"
"18751","ENSMUSG00000107965.2","processed_pseudogene","Gm44259"
"18752","ENSMUSG00000089556.3","snoRNA","Gm24175"
"18753","ENSMUSG00000108129.3","lncRNA","4930417O13Rik"
"18754","ENSMUSG00000067702.6","protein_coding","Tuba3a"
"18755","ENSMUSG00000030339.8","protein_coding","Ltbr"
"18756","ENSMUSG00000030340.17","protein_coding","Scnn1a"
"18757","ENSMUSG00000030341.18","protein_coding","Tnfrsf1a"
"18758","ENSMUSG00000038167.7","protein_coding","Plekhg6"
"18759","ENSMUSG00000030342.9","protein_coding","Cd9"
"18760","ENSMUSG00000101191.7","lncRNA","Gm28809"
"18761","ENSMUSG00000101162.3","lncRNA","Gm26728"
"18762","ENSMUSG00000001930.18","protein_coding","Vwf"
"18763","ENSMUSG00000038115.17","protein_coding","Ano2"
"18764","ENSMUSG00000089834.3","processed_pseudogene","Gm16303"
"18765","ENSMUSG00000088959.3","snRNA","Gm24947"
"18766","ENSMUSG00000049107.14","protein_coding","Ntf3"
"18767","ENSMUSG00000107623.2","lncRNA","Gm10415"
"18768","ENSMUSG00000101659.2","lncRNA","Gm29009"
"18769","ENSMUSG00000108163.2","processed_pseudogene","Gm44431"
"18770","ENSMUSG00000045534.5","protein_coding","Kcna5"
"18771","ENSMUSG00000110390.2","lncRNA","Gm45869"
"18772","ENSMUSG00000102771.2","TEC","Gm33320"
"18773","ENSMUSG00000047976.5","protein_coding","Kcna1"
"18774","ENSMUSG00000038077.8","protein_coding","Kcna6"
"18775","ENSMUSG00000097596.2","lncRNA","Gm26673"
"18776","ENSMUSG00000118420.2","transcribed_unitary_pseudogene","Gm29788"
"18777","ENSMUSG00000000399.11","protein_coding","Ndufa9"
"18778","ENSMUSG00000107368.2","lncRNA","1700018A23Rik"
"18779","ENSMUSG00000030344.12","protein_coding","Akap3"
"18780","ENSMUSG00000030345.17","protein_coding","Dyrk4"
"18781","ENSMUSG00000030346.17","protein_coding","Rad51ap1"
"18782","ENSMUSG00000106878.2","processed_pseudogene","Gm17808"
"18783","ENSMUSG00000030347.7","protein_coding","D6Wsu163e"
"18784","ENSMUSG00000106898.2","processed_pseudogene","Gm43125"
"18785","ENSMUSG00000107389.2","processed_pseudogene","Gm43124"
"18786","ENSMUSG00000000183.7","protein_coding","Fgf6"
"18787","ENSMUSG00000000182.10","protein_coding","Fgf23"
"18788","ENSMUSG00000038028.10","protein_coding","Tigar"
"18789","ENSMUSG00000097525.3","lncRNA","Platr31"
"18790","ENSMUSG00000107379.2","lncRNA","Gm43126"
"18791","ENSMUSG00000000184.13","protein_coding","Ccnd2"
"18792","ENSMUSG00000097166.2","lncRNA","9330179D12Rik"
"18793","ENSMUSG00000107378.2","processed_pseudogene","Gm18995"
"18794","ENSMUSG00000106755.2","processed_pseudogene","Tpi-rs11"
"18795","ENSMUSG00000062365.5","processed_pseudogene","Gm4968"
"18796","ENSMUSG00000107013.2","lncRNA","Gm43635"
"18797","ENSMUSG00000081113.2","processed_pseudogene","Gm7308"
"18798","ENSMUSG00000107153.2","lncRNA","Gm38404"
"18799","ENSMUSG00000107045.2","TEC","Gm43636"
"18800","ENSMUSG00000106843.2","TEC","Gm42458"
"18801","ENSMUSG00000107243.2","processed_pseudogene","Gm43631"
"18802","ENSMUSG00000106883.2","processed_pseudogene","Gm34091"
"18803","ENSMUSG00000037997.13","protein_coding","Parp11"
"18804","ENSMUSG00000106962.2","TEC","Gm43633"
"18805","ENSMUSG00000061414.9","protein_coding","Cracr2a"
"18806","ENSMUSG00000107253.2","lncRNA","Gm43634"
"18807","ENSMUSG00000030350.9","protein_coding","Prmt8"
"18808","ENSMUSG00000106833.2","processed_pseudogene","Gm42739"
"18809","ENSMUSG00000107219.2","lncRNA","Gm42738"
"18810","ENSMUSG00000106905.2","TEC","Gm42741"
"18811","ENSMUSG00000107042.2","TEC","4921513H07Rik"
"18812","ENSMUSG00000104804.3","miRNA","Mir7233"
"18813","ENSMUSG00000106862.2","TEC","Gm42811"
"18814","ENSMUSG00002076474.1","misc_RNA","7SK"
"18815","ENSMUSG00000107060.2","lncRNA","Gm38901"
"18816","ENSMUSG00000030351.6","protein_coding","Tspan11"
"18817","ENSMUSG00000085813.2","lncRNA","Gm15870"
"18818","ENSMUSG00000030352.16","protein_coding","Tspan9"
"18819","ENSMUSG00002076755.1","miRNA","ENSMUSG00002076755"
"18820","ENSMUSG00000108220.2","TEC","Gm44056"
"18821","ENSMUSG00000107879.3","translated_unprocessed_pseudogene","9330102E08Rik"
"18822","ENSMUSG00000107810.2","processed_pseudogene","Gm18609"
"18823","ENSMUSG00000056771.8","lncRNA","Gm10010"
"18824","ENSMUSG00000097979.3","transcribed_processed_pseudogene","Gm4691"
"18825","ENSMUSG00000107873.2","transcribed_processed_pseudogene","Gm19065"
"18826","ENSMUSG00000108280.2","processed_pseudogene","Gm8703"
